,0
5797,1
5798,1
5799,1
5800,0
5801,0
5802,0
5803,1
5804,1
5805,1
5806,0
5807,1
5808,1
5809,0
5810,1
5811,1
5812,1
5813,0
5814,1
5815,0
5816,1
5817,0
5818,1
5819,0
5820,0
5821,1
5822,1
5823,0
5824,0
5825,1
5826,1
5827,0
5828,1
5829,1
5830,1
5831,1
5832,1
5833,1
5834,0
5835,1
5836,0
5837,0
5838,1
5839,1
5840,0
5841,1
5842,1
5843,1
5844,1
5845,1
5846,1
5847,1
5848,1
5849,1
5850,0
5851,1
5852,0
5853,1
5854,1
5855,1
5856,0
5857,1
5858,1
5859,1
5860,1
5861,1
5862,0
5863,1
5864,1
5865,1
5866,0
5867,1
5868,0
5869,1
5870,1
5871,1
5872,1
5873,1
5874,1
5875,1
5876,1
5877,0
5878,0
5879,1
5880,1
5881,1
5882,1
5883,1
5884,1
5885,1
5886,0
5887,0
5888,0
5889,1
5890,1
5891,1
5892,1
5893,1
5894,0
5895,1
5896,1
5897,1
5898,1
5899,1
5900,0
5901,0
5902,1
5903,0
5904,0
5905,0
5906,1
5907,1
5908,1
5909,1
5910,1
5911,1
5912,1
5913,0
5914,1
5915,0
5916,1
5917,0
5918,0
5919,0
5920,1
5921,1
5922,1
5923,1
5924,1
5925,1
5926,0
5927,1
5928,1
5929,1
5930,1
5931,0
5932,1
5933,1
5934,0
5935,1
5936,1
5937,0
5938,0
5939,1
5940,1
5941,1
5942,0
5943,1
5944,1
5945,0
5946,0
5947,1
5948,1
5949,1
5950,1
5951,1
5952,1
5953,1
5954,1
5955,1
5956,1
5957,1
5958,0
5959,0
5960,1
5961,0
5962,1
5963,0
5964,1
5965,1
5966,1
5967,1
5968,0
5969,1
5970,1
5971,1
5972,0
5973,0
5974,1
5975,1
5976,1
5977,1
5978,1
5979,1
5980,1
5981,1
5982,1
5983,0
5984,1
5985,0
5986,1
5987,0
5988,1
5989,1
5990,1
5991,1
5992,1
5993,1
5994,1
5995,1
5996,1
5997,1
5998,1
5999,1
6000,1
6001,1
6002,1
6003,1
6004,0
6005,1
6006,0
6007,1
6008,1
6009,1
6010,1
6011,1
6012,0
6013,1
6014,0
6015,1
6016,1
6017,0
6018,1
6019,0
6020,1
6021,1
6022,1
6023,0
6024,1
6025,1
6026,1
6027,1
6028,1
6029,0
6030,0
6031,1
6032,0
6033,1
6034,1
6035,1
6036,1
6037,1
6038,1
6039,1
6040,1
6041,1
6042,1
6043,1
6044,1
6045,1
6046,1
6047,1
6048,0
6049,1
6050,0
6051,1
6052,1
6053,1
6054,0
6055,1
6056,1
6057,0
6058,1
6059,0
6060,1
6061,1
6062,1
6063,0
6064,1
6065,1
6066,1
6067,1
6068,1
6069,0
6070,1
6071,1
6072,1
6073,0
6074,1
6075,1
6076,1
6077,1
6078,0
6079,1
6080,1
6081,1
6082,1
6083,1
6084,1
6085,0
6086,1
6087,0
6088,1
6089,0
6090,1
6091,0
6092,1
6093,1
6094,0
6095,0
6096,0
6097,0
6098,0
6099,1
6100,1
6101,1
6102,1
6103,1
6104,0
6105,1
6106,1
6107,0
6108,1
6109,1
6110,1
6111,0
6112,1
6113,0
6114,0
6115,1
6116,1
6117,1
6118,1
6119,0
6120,1
6121,1
6122,0
6123,1
6124,1
6125,0
6126,1
6127,1
6128,1
6129,0
6130,1
6131,0
6132,1
6133,1
6134,1
6135,1
6136,1
6137,1
6138,1
6139,0
6140,1
6141,1
6142,0
6143,1
6144,1
6145,1
6146,1
6147,1
6148,0
6149,0
6150,1
6151,0
6152,0
6153,0
6154,1
6155,0
6156,0
6157,1
6158,1
6159,0
6160,1
6161,1
6162,1
6163,1
6164,1
6165,1
6166,1
6167,1
6168,0
6169,1
6170,0
6171,1
6172,1
6173,0
6174,1
6175,1
6176,1
6177,1
6178,0
6179,1
6180,1
6181,1
6182,1
6183,1
6184,0
6185,1
6186,1
6187,1
6188,1
6189,1
6190,1
6191,1
6192,1
6193,0
6194,0
6195,1
6196,1
6197,0
6198,0
6199,1
6200,1
6201,1
6202,1
6203,0
6204,1
6205,1
6206,1
6207,0
6208,0
6209,1
6210,1
6211,1
6212,1
6213,1
6214,0
6215,1
6216,1
6217,1
6218,1
6219,1
6220,0
6221,1
6222,1
6223,1
6224,1
6225,0
6226,1
6227,1
6228,1
6229,1
6230,0
6231,1
6232,1
6233,0
6234,1
6235,0
6236,1
6237,1
6238,0
6239,0
6240,1
6241,1
6242,0
6243,1
6244,1
6245,1
6246,1
6247,0
6248,1
6249,1
6250,1
6251,1
6252,1
6253,1
6254,1
6255,1
6256,0
6257,1
6258,1
6259,1
6260,1
6261,1
6262,0
6263,0
6264,1
6265,0
6266,0
6267,1
6268,0
6269,1
6270,1
6271,1
6272,1
6273,1
6274,1
6275,0
6276,1
6277,1
6278,1
6279,1
6280,1
6281,1
6282,1
6283,1
6284,1
6285,0
6286,1
6287,0
6288,1
6289,1
6290,1
6291,1
6292,0
6293,0
6294,1
6295,1
6296,1
6297,1
6298,1
6299,0
6300,1
6301,1
6302,0
6303,1
6304,1
6305,1
6306,0
6307,1
6308,1
6309,1
6310,1
6311,1
6312,1
6313,0
6314,0
6315,1
6316,1
6317,0
6318,0
6319,1
6320,1
6321,1
6322,0
6323,0
6324,1
6325,1
6326,1
6327,1
6328,1
6329,1
6330,1
6331,1
6332,1
6333,0
6334,1
6335,0
6336,1
6337,1
6338,1
6339,1
6340,1
6341,1
6342,1
6343,1
6344,0
6345,0
6346,0
6347,1
6348,1
6349,1
6350,1
6351,1
6352,1
6353,1
6354,1
6355,1
6356,1
6357,1
6358,0
6359,1
6360,1
6361,0
6362,1
6363,1
6364,1
6365,1
6366,1
6367,0
6368,1
6369,1
6370,1
6371,1
6372,1
6373,1
6374,0
6375,1
6376,1
6377,1
6378,0
6379,1
6380,1
6381,1
6382,0
6383,1
6384,1
6385,1
6386,1
6387,1
6388,1
6389,0
6390,1
6391,1
6392,0
6393,1
6394,1
6395,1
6396,1
6397,1
6398,0
6399,0
6400,1
6401,1
6402,1
6403,1
6404,1
6405,1
6406,1
6407,1
6408,0
6409,1
6410,0
6411,1
6412,1
6413,1
6414,0
6415,1
6416,1
6417,1
6418,0
6419,0
6420,1
6421,1
6422,0
6423,1
6424,0
6425,0
6426,1
6427,1
6428,1
6429,1
6430,0
6431,1
6432,0
6433,1
6434,1
6435,1
6436,1
6437,0
6438,1
6439,1
6440,1
6441,1
6442,0
6443,0
6444,1
6445,1
6446,1
6447,1
6448,1
6449,1
6450,0
6451,0
6452,0
6453,0
6454,1
6455,0
6456,1
6457,1
6458,1
6459,0
6460,1
6461,1
6462,1
6463,1
6464,0
6465,1
6466,1
6467,1
6468,0
6469,1
6470,1
6471,1
6472,0
6473,0
6474,0
6475,1
6476,1
6477,1
6478,1
6479,0
6480,1
6481,0
6482,1
6483,1
6484,1
6485,1
6486,1
6487,1
6488,1
6489,0
6490,0
6491,1
6492,0
6493,1
6494,1
6495,0
6496,1
6497,1
6498,0
6499,1
6500,1
6501,1
6502,0
6503,1
6504,1
6505,1
6506,1
6507,1
6508,0
6509,0
6510,1
6511,0
6512,1
6513,1
6514,1
6515,1
6516,0
6517,1
6518,1
6519,0
6520,0
6521,1
6522,1
6523,1
6524,0
6525,1
6526,1
6527,1
6528,0
6529,1
6530,1
6531,0
6532,1
6533,1
6534,1
6535,0
6536,0
6537,1
6538,1
6539,1
6540,0
6541,0
6542,1
6543,1
6544,1
6545,1
6546,1
6547,0
6548,1
6549,0
6550,1
6551,1
6552,0
6553,1
6554,1
6555,0
6556,1
6557,0
6558,1
6559,1
6560,1
6561,1
6562,0
6563,1
6564,1
6565,1
6566,0
6567,1
6568,1
6569,0
6570,1
6571,1
6572,1
6573,1
6574,1
6575,0
6576,1
6577,1
6578,1
6579,1
6580,0
6581,1
6582,1
6583,1
6584,0
6585,1
6586,1
6587,1
6588,1
6589,1
6590,1
6591,0
6592,1
6593,1
6594,1
6595,1
6596,0
6597,0
6598,0
6599,1
6600,0
6601,0
6602,1
6603,1
6604,1
6605,0
6606,0
6607,1
6608,1
6609,0
6610,1
6611,1
6612,0
6613,1
6614,0
6615,0
6616,0
6617,1
6618,1
6619,0
6620,1
6621,1
6622,1
6623,0
6624,0
6625,0
6626,1
6627,0
6628,1
6629,0
6630,0
6631,1
6632,1
6633,1
6634,1
6635,1
6636,0
6637,1
6638,0
6639,1
6640,1
6641,0
6642,1
6643,1
6644,0
6645,0
6646,1
6647,1
6648,1
6649,1
6650,1
6651,0
6652,1
6653,0
6654,1
6655,1
6656,1
6657,1
6658,0
6659,1
6660,1
6661,0
6662,1
6663,0
6664,1
6665,1
6666,1
6667,1
6668,1
6669,1
6670,1
6671,0
6672,1
6673,0
6674,1
6675,1
6676,1
6677,1
6678,1
6679,0
6680,1
6681,1
6682,1
6683,1
6684,0
6685,1
6686,1
6687,0
6688,1
6689,0
6690,1
6691,1
6692,1
6693,1
6694,1
6695,0
6696,1
6697,1
6698,1
6699,0
6700,1
6701,0
6702,1
6703,1
6704,1
6705,1
6706,1
6707,1
6708,1
6709,0
6710,0
6711,1
6712,0
6713,0
6714,1
6715,1
6716,0
6717,1
6718,1
6719,0
6720,0
6721,1
6722,1
6723,1
6724,1
6725,1
6726,0
6727,1
6728,1
6729,0
6730,1
6731,1
6732,1
6733,0
6734,1
6735,1
6736,1
6737,1
6738,1
6739,0
6740,1
6741,1
6742,0
6743,1
6744,1
6745,0
6746,0
6747,1
6748,1
6749,1
6750,1
6751,1
6752,1
6753,1
6754,1
6755,1
6756,1
6757,1
6758,0
6759,1
6760,0
6761,0
6762,1
6763,0
6764,0
6765,0
6766,1
6767,1
6768,1
6769,1
6770,1
6771,0
6772,1
6773,0
6774,0
6775,0
6776,1
6777,0
6778,0
6779,1
6780,0
6781,1
6782,1
6783,1
6784,1
6785,1
6786,0
6787,0
6788,1
6789,1
6790,1
6791,0
6792,1
6793,1
6794,0
6795,1
6796,1
6797,0
6798,1
6799,1
6800,1
6801,1
6802,0
6803,1
6804,1
6805,1
6806,1
6807,1
6808,1
6809,1
6810,1
6811,1
6812,0
6813,1
6814,1
6815,1
6816,1
6817,0
6818,1
6819,1
6820,1
6821,1
6822,1
6823,1
6824,1
6825,1
6826,1
6827,0
6828,1
6829,1
6830,1
6831,1
6832,0
6833,1
6834,1
6835,0
6836,1
6837,1
6838,1
6839,1
6840,1
6841,1
6842,0
6843,1
6844,0
6845,1
6846,0
6847,0
6848,1
6849,1
6850,1
6851,1
6852,1
6853,1
6854,0
6855,1
6856,1
6857,1
6858,0
6859,1
6860,0
6861,1
6862,0
6863,0
6864,1
6865,0
6866,1
6867,1
6868,0
6869,0
6870,1
6871,0
6872,0
6873,1
6874,1
6875,1
6876,1
6877,1
6878,1
6879,1
6880,1
6881,1
6882,0
6883,0
6884,1
6885,0
6886,1
6887,1
6888,1
6889,0
6890,1
6891,1
6892,1
6893,1
6894,1
6895,1
6896,0
6897,1
6898,1
6899,1
6900,1
6901,1
6902,1
6903,1
6904,1
6905,0
6906,1
6907,0
6908,0
6909,1
6910,1
6911,1
6912,1
6913,0
6914,0
6915,1
6916,1
6917,0
6918,0
6919,1
6920,1
6921,1
6922,0
6923,1
6924,1
6925,1
6926,1
6927,1
6928,0
6929,1
6930,1
6931,1
6932,0
6933,1
6934,1
6935,1
6936,1
6937,1
6938,0
6939,1
6940,1
6941,1
6942,1
6943,1
6944,1
6945,1
6946,1
6947,1
6948,1
6949,1
6950,1
6951,0
6952,0
6953,1
6954,1
6955,0
6956,1
6957,1
6958,1
6959,1
6960,1
6961,1
6962,1
6963,1
6964,1
6965,0
6966,1
6967,0
6968,1
6969,1
6970,0
6971,1
6972,1
6973,1
6974,1
6975,0
6976,0
6977,1
6978,1
6979,1
6980,1
6981,1
6982,1
6983,0
6984,1
6985,1
6986,1
6987,0
6988,0
6989,1
6990,1
6991,1
6992,1
6993,1
6994,1
6995,0
6996,1
6997,1
6998,0
6999,0
7000,1
7001,0
7002,1
7003,1
7004,1
7005,0
7006,0
7007,0
7008,1
7009,1
7010,1
7011,1
7012,1
7013,1
7014,0
7015,0
7016,1
7017,1
7018,1
7019,1
7020,1
7021,0
7022,1
7023,0
7024,0
7025,1
7026,1
7027,1
7028,0
7029,1
7030,0
7031,0
7032,1
7033,1
7034,1
7035,1
7036,1
7037,1
7038,1
7039,1
7040,1
7041,1
7042,1
7043,1
7044,1
7045,1
7046,1
7047,0
7048,1
7049,1
7050,1
7051,1
7052,1
7053,0
7054,1
7055,1
7056,1
7057,0
7058,1
7059,1
7060,1
7061,1
7062,1
7063,1
7064,0
7065,1
7066,1
7067,1
7068,1
7069,1
7070,1
7071,0
7072,0
7073,1
7074,1
7075,1
7076,1
7077,1
7078,1
7079,1
7080,1
7081,0
7082,1
7083,1
7084,0
7085,0
7086,0
7087,0
7088,1
7089,1
7090,0
7091,1
7092,1
7093,0
7094,1
7095,1
7096,0
7097,1
7098,1
7099,0
7100,0
7101,1
7102,0
7103,0
7104,1
7105,1
7106,1
7107,0
7108,1
7109,1
7110,1
7111,1
7112,1
7113,1
7114,1
7115,1
7116,1
7117,0
7118,1
7119,1
7120,1
7121,0
7122,1
7123,1
7124,0
7125,1
7126,1
7127,0
7128,1
7129,1
7130,1
7131,1
7132,1
7133,1
7134,0
7135,0
7136,0
7137,1
7138,0
7139,1
7140,0
7141,0
7142,1
7143,0
7144,0
7145,1
7146,1
7147,0
7148,0
7149,1
7150,1
7151,1
7152,0
7153,1
7154,0
7155,1
7156,1
7157,1
7158,1
7159,1
7160,1
7161,1
7162,0
7163,1
7164,0
7165,1
7166,1
7167,1
7168,1
7169,1
7170,0
7171,1
7172,0
7173,1
7174,1
7175,0
7176,1
7177,1
7178,1
7179,1
7180,1
7181,1
7182,1
7183,1
7184,1
7185,1
7186,0
7187,1
7188,1
7189,1
7190,0
7191,1
7192,1
7193,0
7194,1
7195,1
7196,0
7197,1
7198,1
7199,0
7200,1
7201,1
7202,0
7203,1
7204,0
7205,0
7206,1
7207,1
7208,1
7209,1
7210,1
7211,1
7212,1
7213,1
7214,1
7215,0
7216,1
7217,0
7218,1
7219,0
7220,0
7221,0
7222,1
7223,1
7224,0
7225,1
7226,1
7227,1
7228,1
7229,1
7230,0
7231,1
7232,0
7233,1
7234,1
7235,1
7236,0
7237,1
7238,1
7239,1
7240,0
7241,1
7242,1
7243,1
7244,1
7245,1
7246,1
7247,1
7248,0
7249,1
7250,1
7251,1
7252,0
7253,1
7254,0
7255,1
7256,0
7257,1
7258,1
7259,1
7260,0
7261,1
7262,0
7263,0
7264,1
7265,1
7266,1
7267,1
7268,0
7269,0
7270,0
7271,1
7272,1
7273,1
7274,1
7275,1
7276,1
7277,0
7278,1
7279,1
7280,1
7281,1
7282,1
7283,1
7284,1
7285,1
7286,1
7287,1
7288,0
7289,0
7290,1
7291,0
7292,1
7293,1
7294,0
7295,1
7296,0
7297,1
7298,1
7299,0
7300,1
7301,0
7302,1
7303,1
7304,1
7305,0
7306,1
7307,1
7308,1
7309,0
7310,0
7311,1
7312,0
7313,1
7314,1
7315,1
7316,1
7317,0
7318,0
7319,1
7320,1
7321,1
7322,1
7323,1
7324,1
7325,1
7326,1
7327,1
7328,1
7329,0
7330,0
7331,1
7332,0
7333,0
7334,1
7335,1
7336,1
7337,1
7338,1
7339,1
7340,0
7341,1
7342,1
7343,1
7344,1
7345,1
7346,1
7347,0
7348,1
7349,1
7350,0
7351,1
7352,1
7353,0
7354,1
7355,1
7356,1
7357,0
7358,1
7359,1
7360,1
7361,0
7362,1
7363,0
7364,1
7365,1
7366,1
7367,0
7368,1
7369,1
7370,0
7371,1
7372,1
7373,1
7374,1
7375,1
7376,1
7377,1
7378,1
7379,1
7380,0
7381,1
7382,0
7383,1
7384,1
7385,0
7386,1
7387,1
7388,0
7389,1
7390,0
7391,0
7392,1
7393,1
7394,0
7395,0
7396,1
7397,0
7398,1
7399,1
7400,1
7401,1
7402,1
7403,0
7404,0
7405,1
7406,1
7407,1
7408,1
7409,1
7410,1
7411,1
7412,1
7413,0
7414,1
7415,0
7416,0
7417,1
7418,1
7419,0
7420,0
7421,0
7422,0
7423,1
7424,0
7425,1
7426,1
7427,1
7428,1
7429,0
7430,1
7431,1
7432,0
7433,1
7434,1
7435,1
7436,1
7437,1
7438,1
7439,1
7440,0
7441,1
7442,1
7443,1
7444,1
7445,0
7446,1
7447,1
7448,0
7449,0
7450,1
7451,1
7452,1
7453,0
7454,1
7455,1
7456,1
7457,1
7458,1
7459,1
7460,1
7461,1
7462,1
7463,1
7464,1
7465,1
7466,0
7467,0
7468,0
7469,1
7470,1
7471,1
7472,1
7473,0
7474,1
7475,1
7476,1
7477,1
7478,0
7479,1
7480,1
7481,0
7482,1
7483,1
7484,0
7485,1
7486,1
7487,1
7488,1
7489,1
7490,1
7491,1
7492,1
7493,0
7494,1
7495,0
7496,1
7497,1
7498,1
7499,1
7500,1
7501,1
7502,1
7503,1
7504,0
7505,0
7506,0
7507,1
7508,1
7509,0
7510,0
7511,0
7512,1
7513,1
7514,1
7515,1
7516,1
7517,1
7518,1
7519,0
7520,1
7521,1
7522,1
7523,1
7524,0
7525,1
7526,1
7527,0
7528,1
7529,1
7530,1
7531,0
7532,1
7533,1
7534,1
7535,1
7536,0
7537,1
7538,1
7539,1
7540,1
7541,1
7542,1
7543,1
7544,1
7545,1
7546,1
7547,1
7548,1
7549,1
7550,1
7551,1
7552,1
7553,1
7554,1
7555,0
7556,1
7557,1
7558,0
7559,1
7560,1
7561,1
7562,0
7563,1
7564,1
7565,1
7566,1
7567,0
7568,0
7569,1
7570,1
7571,1
7572,0
7573,1
7574,1
7575,1
7576,1
7577,1
7578,1
7579,0
7580,1
7581,0
7582,1
7583,1
7584,0
7585,1
7586,1
7587,1
7588,0
7589,0
7590,0
7591,0
7592,1
7593,0
7594,1
7595,0
7596,1
7597,1
7598,1
7599,1
7600,1
7601,1
7602,1
7603,0
7604,1
7605,0
7606,1
7607,0
7608,0
7609,1
7610,0
7611,1
7612,1
7613,1
7614,1
7615,0
7616,1
7617,1
7618,0
7619,0
7620,1
7621,0
7622,0
7623,1
7624,1
7625,1
7626,0
7627,1
7628,1
7629,1
7630,1
7631,1
7632,1
7633,1
7634,1
7635,1
7636,1
7637,1
7638,1
7639,1
7640,1
7641,1
7642,1
7643,1
7644,1
7645,0
7646,0
7647,1
7648,1
7649,1
7650,1
7651,1
7652,1
7653,0
7654,1
7655,1
7656,1
7657,1
7658,0
7659,1
7660,0
7661,0
7662,0
7663,1
7664,0
7665,1
7666,1
7667,1
7668,1
7669,1
7670,1
7671,0
7672,1
7673,0
7674,0
7675,1
7676,0
7677,1
7678,0
7679,1
7680,1
7681,1
7682,1
7683,1
7684,1
7685,1
7686,1
7687,1
7688,0
7689,0
7690,1
7691,0
7692,0
7693,1
7694,1
7695,1
7696,1
7697,1
7698,0
7699,1
7700,1
7701,1
7702,0
7703,1
7704,1
7705,0
7706,1
7707,0
7708,1
7709,1
7710,1
7711,1
7712,1
7713,1
7714,1
7715,1
7716,0
7717,1
7718,1
7719,1
7720,0
7721,0
7722,1
7723,0
7724,1
7725,0
7726,1
7727,1
7728,0
7729,1
7730,1
7731,1
7732,0
7733,1
7734,0
7735,1
7736,1
7737,0
7738,1
7739,1
7740,1
7741,1
7742,1
7743,1
7744,1
7745,1
7746,1
7747,0
7748,0
7749,0
7750,1
7751,1
7752,1
7753,1
7754,1
7755,0
7756,1
7757,1
7758,1
7759,0
7760,1
7761,1
7762,1
7763,0
7764,1
7765,1
7766,0
7767,1
7768,1
7769,1
7770,1
7771,1
7772,0
7773,0
7774,1
7775,0
7776,1
7777,1
7778,1
7779,0
7780,1
7781,1
7782,0
7783,1
7784,1
7785,1
7786,0
7787,1
7788,1
7789,0
7790,1
7791,1
7792,0
7793,1
7794,1
7795,1
7796,1
7797,1
7798,1
7799,1
7800,1
7801,0
7802,1
7803,1
7804,1
7805,0
7806,0
7807,1
7808,1
7809,1
7810,1
7811,1
7812,1
7813,0
7814,1
7815,0
7816,1
7817,1
7818,1
7819,0
7820,1
7821,1
7822,1
7823,1
7824,1
7825,1
7826,1
7827,1
7828,0
7829,0
7830,1
7831,1
7832,1
7833,1
7834,1
7835,0
7836,1
7837,0
7838,1
7839,0
7840,0
7841,1
7842,0
7843,0
7844,1
7845,1
7846,0
7847,1
7848,0
7849,0
7850,1
7851,1
7852,1
7853,1
7854,1
7855,1
7856,1
7857,1
7858,1
7859,1
7860,1
7861,0
7862,1
7863,1
7864,0
7865,1
7866,1
7867,1
7868,0
7869,1
7870,0
7871,0
7872,1
7873,1
7874,1
7875,1
7876,1
7877,1
7878,1
7879,1
7880,1
7881,0
7882,0
7883,1
7884,1
7885,1
7886,1
7887,0
7888,0
7889,1
7890,1
7891,1
7892,1
7893,1
7894,1
7895,1
7896,1
7897,1
7898,0
7899,0
7900,1
7901,1
7902,1
7903,0
7904,1
7905,1
7906,0
7907,1
7908,1
7909,1
7910,1
7911,1
7912,1
7913,1
7914,1
7915,1
7916,1
7917,1
7918,0
7919,0
7920,1
7921,1
7922,0
7923,1
7924,0
7925,1
7926,1
7927,0
7928,1
7929,1
7930,1
7931,0
7932,0
7933,0
7934,0
7935,0
7936,1
7937,1
7938,1
7939,1
7940,0
7941,1
7942,0
7943,0
7944,1
7945,1
7946,1
7947,1
7948,1
7949,1
7950,1
7951,0
7952,0
7953,1
7954,1
7955,1
7956,1
7957,1
7958,1
7959,0
7960,1
7961,1
7962,0
7963,1
7964,1
7965,1
7966,1
7967,0
7968,1
7969,1
7970,1
7971,1
7972,1
7973,1
7974,1
7975,0
7976,1
7977,1
7978,1
7979,1
7980,1
7981,0
7982,1
7983,1
7984,1
7985,1
7986,0
7987,1
7988,0
7989,1
7990,1
7991,0
7992,1
7993,1
7994,1
7995,1
7996,1
7997,1
7998,1
7999,0
8000,1
8001,1
8002,1
8003,0
8004,0
8005,0
8006,1
8007,1
8008,0
8009,1
8010,0
8011,1
8012,0
8013,1
8014,1
8015,0
8016,1
8017,1
8018,0
8019,1
8020,1
8021,1
8022,1
8023,1
8024,1
8025,1
8026,1
8027,1
8028,1
8029,0
8030,1
8031,1
8032,1
8033,1
8034,0
8035,1
8036,1
8037,0
8038,1
8039,0
8040,1
8041,1
8042,1
8043,1
8044,1
8045,0
8046,1
8047,1
8048,1
8049,1
8050,1
8051,1
8052,1
8053,0
8054,0
8055,0
8056,1
8057,1
8058,1
8059,0
8060,0
8061,1
8062,1
8063,1
8064,1
8065,1
8066,1
8067,1
8068,1
8069,0
8070,1
8071,0
8072,1
8073,1
8074,0
8075,0
8076,1
8077,0
8078,1
8079,1
8080,1
8081,1
8082,1
8083,1
8084,1
8085,1
8086,1
8087,1
8088,0
8089,1
8090,1
8091,1
8092,1
8093,1
8094,1
8095,1
8096,1
8097,1
8098,1
8099,0
8100,0
8101,1
8102,1
8103,0
8104,1
8105,1
8106,1
8107,1
8108,1
8109,1
8110,0
8111,1
8112,0
8113,1
8114,1
8115,1
8116,0
8117,1
8118,1
8119,1
8120,1
8121,1
8122,1
8123,1
8124,1
8125,1
8126,0
8127,0
8128,0
8129,1
8130,1
8131,1
8132,0
8133,0
8134,1
8135,0
8136,0
8137,1
8138,1
8139,0
8140,1
8141,0
8142,1
8143,1
8144,1
8145,1
8146,1
8147,1
8148,0
8149,1
8150,1
8151,1
8152,0
8153,0
8154,1
8155,1
8156,0
8157,1
8158,1
8159,1
8160,1
8161,0
8162,1
8163,1
8164,1
8165,1
8166,0
8167,1
8168,1
8169,1
8170,1
8171,1
8172,1
8173,0
8174,0
8175,1
8176,1
8177,0
8178,1
8179,1
8180,1
8181,1
8182,1
8183,1
8184,1
8185,1
8186,1
8187,1
8188,1
8189,1
8190,1
8191,0
8192,0
8193,1
8194,0
8195,0
8196,1
8197,1
8198,1
8199,1
8200,1
8201,1
8202,0
8203,1
8204,1
8205,0
8206,1
8207,0
8208,1
8209,0
8210,1
8211,1
8212,1
8213,1
8214,1
8215,1
8216,1
8217,0
8218,0
8219,0
8220,1
8221,0
8222,0
8223,1
8224,1
8225,1
8226,0
8227,0
8228,1
8229,0
8230,1
8231,0
8232,1
8233,1
8234,1
8235,0
8236,1
8237,0
8238,1
8239,1
8240,0
8241,1
8242,1
8243,0
8244,1
8245,1
8246,1
8247,1
8248,0
8249,1
8250,1
8251,1
8252,1
8253,0
8254,0
8255,1
8256,1
8257,1
8258,0
8259,1
8260,0
8261,0
8262,0
8263,1
8264,1
8265,1
8266,0
8267,1
8268,1
8269,1
8270,1
8271,1
8272,1
8273,1
8274,0
8275,1
8276,1
8277,1
8278,1
8279,1
8280,0
8281,1
8282,1
8283,0
8284,1
8285,1
8286,1
8287,1
8288,1
8289,1
8290,1
8291,1
8292,1
8293,0
8294,1
8295,0
8296,0
8297,1
8298,1
8299,1
8300,0
8301,1
8302,1
8303,0
8304,1
8305,1
8306,1
8307,0
8308,1
8309,1
8310,1
8311,1
8312,1
8313,0
8314,1
8315,1
8316,1
8317,1
8318,1
8319,1
8320,0
8321,0
8322,1
8323,1
8324,1
8325,0
8326,0
8327,0
8328,1
8329,1
8330,1
8331,1
8332,1
8333,1
8334,0
8335,1
8336,1
8337,0
8338,1
8339,1
8340,1
8341,0
8342,0
8343,1
8344,1
8345,1
8346,0
8347,1
8348,0
8349,1
8350,1
8351,0
8352,1
8353,1
8354,0
8355,1
8356,0
8357,1
8358,1
8359,1
8360,1
8361,0
8362,1
8363,0
8364,1
8365,1
8366,0
8367,1
8368,1
8369,1
8370,0
8371,1
8372,0
8373,0
8374,1
8375,1
8376,1
8377,1
8378,1
8379,0
8380,1
8381,1
8382,1
8383,0
8384,1
8385,1
8386,1
8387,1
8388,1
8389,1
8390,1
8391,1
8392,1
8393,0
8394,1
8395,0
8396,1
8397,1
8398,1
8399,1
8400,1
8401,0
8402,0
8403,0
8404,1
8405,1
8406,1
8407,1
8408,1
8409,1
8410,0
8411,1
8412,1
8413,0
8414,1
8415,1
8416,1
8417,1
8418,0
8419,1
8420,0
8421,0
8422,1
8423,1
8424,1
8425,0
8426,1
8427,1
8428,1
8429,1
8430,1
8431,1
8432,1
8433,0
8434,0
8435,0
8436,1
8437,1
8438,0
8439,1
8440,0
8441,1
8442,1
8443,1
8444,1
8445,1
8446,1
8447,1
8448,1
8449,1
8450,1
8451,1
8452,1
8453,0
8454,1
8455,1
8456,1
8457,0
8458,0
8459,1
8460,1
8461,1
8462,1
8463,1
8464,1
8465,1
8466,0
8467,0
8468,1
8469,1
8470,1
8471,1
8472,1
8473,1
8474,0
8475,1
8476,0
8477,0
8478,0
8479,1
8480,0
8481,1
8482,0
8483,1
8484,1
8485,1
8486,1
8487,1
8488,0
8489,1
8490,1
8491,0
8492,1
8493,1
8494,0
8495,1
8496,1
8497,0
8498,0
8499,0
8500,0
8501,1
8502,0
8503,1
8504,1
8505,1
8506,1
8507,0
8508,0
8509,1
8510,1
8511,1
8512,1
8513,0
8514,0
8515,1
8516,0
8517,1
8518,1
8519,1
8520,1
8521,1
8522,0
8523,0
8524,1
8525,1
8526,0
8527,1
8528,1
8529,1
8530,1
8531,1
8532,0
8533,1
8534,1
8535,1
8536,0
8537,1
8538,1
8539,1
8540,1
8541,0
8542,1
8543,1
8544,0
8545,1
8546,1
8547,0
8548,1
8549,0
8550,1
8551,1
8552,0
8553,1
8554,1
8555,1
8556,0
8557,1
8558,1
8559,0
8560,1
8561,1
8562,1
8563,1
8564,1
8565,0
8566,0
8567,1
8568,1
8569,1
8570,1
8571,0
8572,1
8573,0
8574,1
8575,1
8576,1
8577,1
8578,1
8579,1
8580,1
8581,1
8582,1
8583,0
8584,1
8585,0
8586,1
8587,1
8588,1
8589,1
8590,1
8591,1
8592,1
8593,1
8594,0
8595,1
